provider_name,alias,provider_id,provider_type,country,source_file,provided_name,provided_id,share_provided,year,source
Lam Research,,P111,,Unknown,provision.csv,Dry etching tools (adv. pkg.),N101,49.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Dry clean tools,N102,59.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Dry etch tools,N103,38.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,20.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,CVD tools (adv. pkg.),N110,10.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,ECP tools (adv. pkg.),N113,68.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Single wafer spin & spray systems (adv. pkg.),N125,9.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Deposition tools (adv. pkg.),N128,29.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Etch and clean tools (adv. pkg.),N129,36.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Resist processing tools,N32,1.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Deposition tools,N36,14.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Plasma CVD tools,N38,27.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Low-pressure CVD tools,N39,36.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Atomic layer deposition tools,N41,11.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Electrochemical plating tools,N45,99.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Chemical vapor deposition tools,N47,25.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Dry etching and cleaning tools,N48,38.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Wet etching and cleaning tools,N49,17.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Conductor etching tools,N50,48.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Insulator etching tools,N51,25.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Dry stripping tools,N53,8.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lam Research,,P111,,Unknown,provision.csv,Etch and clean tools,N55,32.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lasertec,,P140,,Unknown,provision.csv,Process control tools,N60,7.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lasertec,,P140,,Unknown,provision.csv,Photomask inspection and repair tools,N62,45.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Lasertec,,P140,,Unknown,provision.csv,Defect inspection tools,N67,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
MIRTEC,,P149,,Unknown,provision.csv,Assembly inspection tools,N70,4.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
MYS,,P46,,Unknown,provision.csv,Test tools,N120,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
MYS,,P46,,Unknown,provision.csv,Linear and discrete testing tools,N82,3.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
MYS,,P46,,Unknown,provision.csv,Handlers and probers,N83,2.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Manufacturing Integration Tech,,P393,,Unknown,provision.csv,Assembly inspection tools,N70,1.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Mattson Tech,,P119,,Unknown,provision.csv,Rapid thermal processing tools,N43,3.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Mattson Tech,,P119,,Unknown,provision.csv,Dry stripping tools,N53,28.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Micro Control,,P179,,Unknown,provision.csv,Burn-in test tools,N81,5.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Minami,,P378,,Unknown,provision.csv,Other interconnect tools,N75,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
MingSeal,,P333,,Unknown,provision.csv,Other interconnect tools,N75,8.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Muehlbauer,,P334,,Unknown,provision.csv,Assembly inspection tools,N70,2.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Muratec,,P74,,Unknown,provision.csv,Wafer handlers,N11,30.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Muratec,,P74,,Unknown,provision.csv,Photomask handlers,N12,81.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Muratec,,P74,,Unknown,provision.csv,Wafer and photomask handlers,N59,32.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Musashi Engineering,,P335,,Unknown,provision.csv,Bonding tools,N72,1.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Musashi Engineering,,P335,,Unknown,provision.csv,Other interconnect tools,N75,18.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Mycronic,,P94,,Unknown,provision.csv,Mask exposure systems - laser beam,N30,37.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Dry etching tools (adv. pkg.),N101,8.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Dry etch tools,N103,4.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,4.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,CVD tools (adv. pkg.),N110,19.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,PVD tools (adv. pkg.),N111,8.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Deposition tools (adv. pkg.),N128,6.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Etch and clean tools (adv. pkg.),N129,5.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Other deposition tools (non-IC),N138,18.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Deposition tools,N36,4.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Plasma CVD tools,N38,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Low-pressure CVD tools,N39,2.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,High-temperature CVD tools,N40,3.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Physical vapor deposition tools,N42,10.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Tube-based diffusion and deposition tools,N44,10.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Chemical vapor deposition tools,N47,2.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Dry etching and cleaning tools,N48,4.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Wet etching and cleaning tools,N49,3.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Conductor etching tools,N50,6.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Dry stripping tools,N53,7.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Misc. dry etch tools,N54,55.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NAURA,,P115,,Unknown,provision.csv,Etch and clean tools,N55,4.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,KrF (DUV) lithography tools,N105,79.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,i-line lithography tools,N106,35.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,CVD tools (adv. pkg.),N110,2.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Overlay metrology tools,N114,45.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,E-beam metrology tools,N115,37.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Deposition tools (adv. pkg.),N128,0.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Die attaching tools for IC,N131,30.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
NLD,,P45,,Unknown,provision.csv,Die attaching tools for non-IC,N132,35.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
NLD,,P45,,Unknown,provision.csv,Other deposition tools (non-IC),N138,12.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Lithography tools,N19,78.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,EUV lithography tools,N20,100.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,ArF dry (DUV) lithography tools,N21,94.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,ArF immersion (DUV) lithography tools,N22,98.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Deposition tools,N36,10.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Plasma CVD tools,N38,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,High-temperature CVD tools,N40,20.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Atomic layer deposition tools,N41,52.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Tube-based diffusion and deposition tools,N44,7.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Chemical vapor deposition tools,N47,4.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Dry etching and cleaning tools,N48,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Dry stripping tools,N53,11.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Etch and clean tools,N55,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Process control tools,N60,5.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NLD,,P45,,Unknown,provision.csv,Bonding tools,N72,19.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
NLD,,P45,,Unknown,provision.csv,Die attaching tools,N73,31.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
NLD,,P45,,Unknown,provision.csv,Packaging tools,N76,14.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
National Instruments,,P180,,Unknown,provision.csv,Linear and discrete testing tools,N82,14.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Nikon,,P89,,Unknown,provision.csv,KrF (DUV) lithography tools,N105,3.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nikon,,P89,,Unknown,provision.csv,i-line lithography tools,N106,5.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nikon,,P89,,Unknown,provision.csv,Lithography tools,N19,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nikon,,P89,,Unknown,provision.csv,ArF dry (DUV) lithography tools,N21,5.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nikon,,P89,,Unknown,provision.csv,ArF immersion (DUV) lithography tools,N22,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nissin Ion,,P82,,Unknown,provision.csv,Ion implanters,N17,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nordson,,P336,,Unknown,provision.csv,Bonding tools,N72,1.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Nordson,,P336,,Unknown,provision.csv,Other interconnect tools,N75,11.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Nova,,P337,,Unknown,provision.csv,Process control tools,N60,3.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Nova,,P337,,Unknown,provision.csv,"Film, stack, and shape metrology tools",N65,20.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NuFlare,,P91,,Unknown,provision.csv,Other deposition tools (non-IC),N138,1.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NuFlare,,P91,,Unknown,provision.csv,Lithography tools,N19,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
NuFlare,,P91,,Unknown,provision.csv,Mask exposure systems - e-beam,N29,38.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Okamoto,,P61,,Unknown,provision.csv,Crystal machining tools,N9,6.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,,P139,,Unknown,provision.csv,i-line lithography tools,N106,1.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,,P139,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,6.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,,P139,,Unknown,provision.csv,Process control tools,N60,3.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,,P139,,Unknown,provision.csv,Inspection tools (adv. pkg.),N63,40.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,,P139,,Unknown,provision.csv,"Film, stack, and shape metrology tools",N65,13.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Onto Innovation,,P139,,Unknown,provision.csv,Defect inspection tools,N67,1.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Oxford Instruments,,P338,,Unknown,provision.csv,CVD tools (adv. pkg.),N110,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Oxford Instruments,,P338,,Unknown,provision.csv,Misc. dry etch tools,N54,3.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
PROTEC,,P161,,Unknown,provision.csv,Die attaching tools for non-IC,N132,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
PROTEC,,P161,,Unknown,provision.csv,Other interconnect tools,N75,2.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
PSK,,P341,,Unknown,provision.csv,Dry clean tools,N102,39.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
PSK,,P341,,Unknown,provision.csv,Dry stripping tools,N53,7.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
PacTech,,P410,,Unknown,provision.csv,Wafer level stud bonders,N137,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Palomar Technologies,,P409,,Unknown,provision.csv,Auto ball bonders for non-IC,N135,2.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Pentamaster,,P339,,Unknown,provision.csv,Handlers and probers,N83,2.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Piotech,,P113,,Unknown,provision.csv,CVD tools (adv. pkg.),N110,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Piotech,,P113,,Unknown,provision.csv,Deposition tools,N36,1.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Piotech,,P113,,Unknown,provision.csv,Plasma CVD tools,N38,6.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Piotech,,P113,,Unknown,provision.csv,Chemical vapor deposition tools,N47,4.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Plasma-Therm,,P124,,Unknown,provision.csv,Other deposition tools (non-IC),N138,2.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Plasma-Therm,,P124,,Unknown,provision.csv,Misc. dry etch tools,N54,12.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Precision Valve & Automation,,P340,,Unknown,provision.csv,Other interconnect tools,N75,4.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Raintree Scientific Instruments (RSIC),,P137,,Unknown,provision.csv,"Film, stack, and shape metrology tools",N65,2.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Riber,,P403,,Unknown,provision.csv,Other deposition tools (non-IC),N138,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Rigaku,,P136,,Unknown,provision.csv,Process control tools,N60,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Rigaku,,P136,,Unknown,provision.csv,"Film, stack, and shape metrology tools",N65,7.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Rorze,,P72,,Unknown,provision.csv,Wafer handlers,N11,2.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Rorze,,P72,,Unknown,provision.csv,Wafer and photomask handlers,N59,2.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Royce Instruments,,P389,,Unknown,provision.csv,Assembly inspection tools,N70,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SAEJONG IND,,P379,,Unknown,provision.csv,Other interconnect tools,N75,1.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SAMCO,,P125,,Unknown,provision.csv,Dry stripping tools,N53,1.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SAMCO,,P125,,Unknown,provision.csv,Misc. dry etch tools,N54,8.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,,P73,,Unknown,provision.csv,Wafer handlers,N11,13.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,,P73,,Unknown,provision.csv,Resist processing tools (adv. pkg.),N122,4.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,,P73,,Unknown,provision.csv,Lithography tools (adv. pkg.),N127,4.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,,P73,,Unknown,provision.csv,Die attaching tools for IC,N131,21.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SEMES,,P73,,Unknown,provision.csv,Resist processing tools,N32,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,,P73,,Unknown,provision.csv,Wet etching and cleaning tools,N49,4.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,,P73,,Unknown,provision.csv,Etch and clean tools,N55,1.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,,P73,,Unknown,provision.csv,Wafer and photomask handlers,N59,13.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SEMES,,P73,,Unknown,provision.csv,Bonding tools,N72,10.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SEMES,,P73,,Unknown,provision.csv,Die attaching tools,N73,17.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SEMES,,P73,,Unknown,provision.csv,Handlers and probers,N83,7.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
SGP,,P47,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,2.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SGP,,P47,,Unknown,provision.csv,PVD tools (adv. pkg.),N111,3.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SGP,,P47,,Unknown,provision.csv,ECP tools (adv. pkg.),N113,8.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SGP,,P47,,Unknown,provision.csv,Deposition tools (adv. pkg.),N128,5.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
SGP,,P47,,Unknown,provision.csv,Die attaching tools for IC,N131,14.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Die attaching tools for non-IC,N132,33.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Auto ball bonders for IC,N134,93.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Auto ball bonders for non-IC,N135,91.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Automatic wedge bonders,N136,81.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
SGP,,P47,,Unknown,provision.csv,Wafer level stud bonders,N137,63.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
